dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hum_bin,wind_bin,is_weekend
2012-02-18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,"(0.412, 0.51]","(0.4, 0.5]","(0.17, 0.255]",1
2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,"(0.412, 0.51]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364,"(0.412, 0.51]","(0.3, 0.4]","(0.255, 0.34]",1
2012-02-18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246,"(0.412, 0.51]","(0.3, 0.4]","(0.255, 0.34]",1
2012-02-18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188,"(0.412, 0.51]","(0.4, 0.5]","(0.0851, 0.17]",1
2012-02-18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148,"(0.412, 0.51]","(0.4, 0.5]","(0.0851, 0.17]",1
2012-02-18,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114,"(0.412, 0.51]","(0.3, 0.4]","(0.255, 0.34]",1
2012-02-18,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118,"(0.314, 0.412]","(0.3, 0.4]","(0.425, 0.51]",1
2012-02-18,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74,"(0.314, 0.412]","(0.3, 0.4]","(0.34, 0.425]",1
2012-02-19,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,"(0.314, 0.412]","(0.3, 0.4]","(0.34, 0.425]",1
2012-02-19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,"(0.314, 0.412]","(0.3, 0.4]","(0.17, 0.255]",1
2012-02-19,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,"(0.216, 0.314]","(0.3, 0.4]","(0.255, 0.34]",1
2012-02-19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,"(0.216, 0.314]","(0.3, 0.4]","(0.17, 0.255]",1
2012-02-19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,"(0.216, 0.314]","(0.4, 0.5]","(0.34, 0.425]",1
2012-02-19,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-19,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,"(0.216, 0.314]","(0.5, 0.6]","(0.255, 0.34]",1
2012-02-19,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,"(0.216, 0.314]","(0.5, 0.6]","(0.255, 0.34]",1
2012-02-19,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,"(0.216, 0.314]","(0.5, 0.6]","(0.17, 0.255]",1
2012-02-19,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,"(0.216, 0.314]","(0.5, 0.6]","(0.17, 0.255]",1
2012-02-19,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,"(0.216, 0.314]","(0.5, 0.6]","(0.17, 0.255]",1
2012-02-19,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,"(0.216, 0.314]","(0.5, 0.6]","(0.255, 0.34]",1
2012-02-19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,"(0.216, 0.314]","(0.5, 0.6]","(0.17, 0.255]",1
2012-02-19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,"(0.216, 0.314]","(0.4, 0.5]","(0.0851, 0.17]",1
2012-02-19,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,"(0.314, 0.412]","(0.4, 0.5]","(0.17, 0.255]",1
2012-02-19,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,"(0.216, 0.314]","(0.4, 0.5]","(0.17, 0.255]",1
2012-02-19,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,"(0.314, 0.412]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-19,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,"(0.216, 0.314]","(0.4, 0.5]","(0.17, 0.255]",1
2012-02-19,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-19,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,"(0.216, 0.314]","(0.5, 0.6]","(0.17, 0.255]",1
2012-02-19,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,"(0.216, 0.314]","(0.5, 0.6]","(0.255, 0.34]",1
2012-02-19,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,"(0.216, 0.314]","(0.6, 0.7]","(0.0851, 0.17]",1
2012-02-19,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,"(0.216, 0.314]","(0.7, 0.8]","(0.0851, 0.17]",1
2012-02-19,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,"(0.216, 0.314]","(0.9, 1.0]","(0.0851, 0.17]",1
2012-02-20,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41,"(0.216, 0.314]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-20,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15,"(0.216, 0.314]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-20,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20,"(0.216, 0.314]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8,"(0.216, 0.314]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,"(0.216, 0.314]","(0.5, 0.6]","(0.34, 0.425]",0
2012-02-20,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10,"(0.216, 0.314]","(0.5, 0.6]","(0.34, 0.425]",0
2012-02-20,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44,"(0.216, 0.314]","(0.5, 0.6]","(0.255, 0.34]",0
2012-02-20,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,"(0.118, 0.216]","(0.5, 0.6]","(0.34, 0.425]",0
2012-02-20,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110,"(0.118, 0.216]","(0.5, 0.6]","(0.34, 0.425]",0
2012-02-20,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143,"(0.216, 0.314]","(0.5, 0.6]","(0.425, 0.51]",0
2012-02-20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208,"(0.216, 0.314]","(0.4, 0.5]","(0.34, 0.425]",0
2012-02-20,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281,"(0.216, 0.314]","(0.4, 0.5]","(0.17, 0.255]",0
2012-02-20,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",0
2012-02-20,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263,"(0.314, 0.412]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,"(0.314, 0.412]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-20,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280,"(0.314, 0.412]","(0.2, 0.3]","(0.0851, 0.17]",0
2012-02-20,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253,"(0.314, 0.412]","(0.2, 0.3]","(0.17, 0.255]",0
2012-02-20,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,"(0.314, 0.412]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-20,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172,"(0.314, 0.412]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-20,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126,"(0.314, 0.412]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-20,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98,"(0.216, 0.314]","(0.3, 0.4]","(0.0851, 0.17]",0
2012-02-20,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62,"(0.216, 0.314]","(0.4, 0.5]","(0.0851, 0.17]",0
2012-02-20,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26,"(0.216, 0.314]","(0.3, 0.4]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0.0,1,11,12,"(0.216, 0.314]","(0.6, 0.7]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0.0,0,7,7,"(0.216, 0.314]","(0.5, 0.6]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0.0,0,3,3,"(0.216, 0.314]","(0.5, 0.6]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,"(0.216, 0.314]","(0.6, 0.7]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0.0,0,15,15,"(0.118, 0.216]","(0.6, 0.7]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,0.0,3,83,86,"(0.118, 0.216]","(0.7, 0.8]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279,"(0.216, 0.314]","(0.6, 0.7]","(-0.000851, 0.0851]",0
2012-02-21,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464,"(0.118, 0.216]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-21,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217,"(0.118, 0.216]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-21,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85,"(0.216, 0.314]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-21,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86,"(0.216, 0.314]","(0.6, 0.7]","(0.255, 0.34]",0
2012-02-21,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163,"(0.216, 0.314]","(0.5, 0.6]","(0.34, 0.425]",0
2012-02-21,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,"(0.314, 0.412]","(0.4, 0.5]","(0.34, 0.425]",0
2012-02-21,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124,"(0.314, 0.412]","(0.5, 0.6]","(0.34, 0.425]",0
2012-02-21,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160,"(0.314, 0.412]","(0.4, 0.5]","(0.34, 0.425]",0
2012-02-21,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254,"(0.314, 0.412]","(0.4, 0.5]","(0.34, 0.425]",0
2012-02-21,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432,"(0.314, 0.412]","(0.3, 0.4]","(0.425, 0.51]",0
2012-02-21,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,"(0.314, 0.412]","(0.3, 0.4]","(0.425, 0.51]",0
2012-02-21,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304,"(0.314, 0.412]","(0.4, 0.5]","(0.255, 0.34]",0
2012-02-21,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227,"(0.314, 0.412]","(0.5, 0.6]","(0.17, 0.255]",0
2012-02-21,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154,"(0.314, 0.412]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-21,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100,"(0.314, 0.412]","(0.7, 0.8]","(0.17, 0.255]",0
2012-02-21,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47,"(0.314, 0.412]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24,"(0.314, 0.412]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-22,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,"(0.314, 0.412]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-22,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6,"(0.314, 0.412]","(0.6, 0.7]","(0.255, 0.34]",0
2012-02-22,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4,"(0.314, 0.412]","(0.7, 0.8]","(0.17, 0.255]",0
2012-02-22,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2,"(0.314, 0.412]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-22,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30,"(0.314, 0.412]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-22,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90,"(0.314, 0.412]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-22,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302,"(0.314, 0.412]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576,"(0.216, 0.314]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-22,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252,"(0.314, 0.412]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-22,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139,"(0.314, 0.412]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171,"(0.314, 0.412]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-22,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207,"(0.314, 0.412]","(0.6, 0.7]","(0.255, 0.34]",0
2012-02-22,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,"(0.412, 0.51]","(0.5, 0.6]","(0.255, 0.34]",0
2012-02-22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177,"(0.412, 0.51]","(0.5, 0.6]","(0.255, 0.34]",0
2012-02-22,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195,"(0.412, 0.51]","(0.3, 0.4]","(0.34, 0.425]",0
2012-02-22,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298,"(0.51, 0.608]","(0.2, 0.3]","(0.425, 0.51]",0
2012-02-22,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529,"(0.51, 0.608]","(0.3, 0.4]","(0.34, 0.425]",0
2012-02-22,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525,"(0.412, 0.51]","(0.4, 0.5]","(0.255, 0.34]",0
2012-02-22,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327,"(0.412, 0.51]","(0.4, 0.5]","(0.255, 0.34]",0
2012-02-22,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274,"(0.412, 0.51]","(0.4, 0.5]","(0.17, 0.255]",0
2012-02-22,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,"(0.412, 0.51]","(0.3, 0.4]","(0.255, 0.34]",0
2012-02-22,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147,"(0.412, 0.51]","(0.4, 0.5]","(0.17, 0.255]",0
2012-02-22,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62,"(0.412, 0.51]","(0.4, 0.5]","(0.255, 0.34]",0
2012-02-23,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42,"(0.412, 0.51]","(0.4, 0.5]","(0.17, 0.255]",0
2012-02-23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15,"(0.412, 0.51]","(0.5, 0.6]","(0.255, 0.34]",0
2012-02-23,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9,"(0.412, 0.51]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-23,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,"(0.412, 0.51]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-23,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1,"(0.314, 0.412]","(0.7, 0.8]","(0.17, 0.255]",0
2012-02-23,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32,"(0.314, 0.412]","(0.7, 0.8]","(0.17, 0.255]",0
2012-02-23,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-23,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-23,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-23,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-23,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148,"(0.412, 0.51]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-23,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182,"(0.412, 0.51]","(0.4, 0.5]","(0.255, 0.34]",0
2012-02-23,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224,"(0.412, 0.51]","(0.4, 0.5]","(0.17, 0.255]",0
2012-02-23,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218,"(0.51, 0.608]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-23,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192,"(0.51, 0.608]","(0.3, 0.4]","(0.17, 0.255]",0
2012-02-23,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217,"(0.51, 0.608]","(0.3, 0.4]","(0.0851, 0.17]",0
2012-02-23,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0.0,45,298,343,"(0.51, 0.608]","(0.3, 0.4]","(-0.000851, 0.0851]",0
2012-02-23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610,"(0.51, 0.608]","(0.3, 0.4]","(0.0851, 0.17]",0
2012-02-23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,"(0.51, 0.608]","(0.3, 0.4]","(0.0851, 0.17]",0
2012-02-23,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369,"(0.412, 0.51]","(0.3, 0.4]","(0.0851, 0.17]",0
2012-02-23,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,"(0.412, 0.51]","(0.4, 0.5]","(0.0851, 0.17]",0
2012-02-23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,"(0.412, 0.51]","(0.5, 0.6]","(0.17, 0.255]",0
2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137,"(0.412, 0.51]","(0.5, 0.6]","(0.17, 0.255]",0
2012-02-23,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0.0,14,71,85,"(0.412, 0.51]","(0.5, 0.6]","(-0.000851, 0.0851]",0
2012-02-24,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,"(0.412, 0.51]","(0.5, 0.6]","(0.0851, 0.17]",0
2012-02-24,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,"(0.412, 0.51]","(0.6, 0.7]","(0.17, 0.255]",0
2012-02-24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,"(0.412, 0.51]","(0.7, 0.8]","(0.255, 0.34]",0
2012-02-24,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,"(0.412, 0.51]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-24,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,"(0.314, 0.412]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-24,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-24,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,"(0.314, 0.412]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-24,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,"(0.314, 0.412]","(0.7, 0.8]","(0.17, 0.255]",0
2012-02-24,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,"(0.314, 0.412]","(0.7, 0.8]","(0.255, 0.34]",0
2012-02-24,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-24,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,"(0.314, 0.412]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-24,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,"(0.314, 0.412]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-24,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,"(0.314, 0.412]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-24,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,"(0.412, 0.51]","(0.7, 0.8]","(0.0851, 0.17]",0
2012-02-24,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,"(0.412, 0.51]","(0.6, 0.7]","(0.0851, 0.17]",0
2012-02-24,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178,"(0.314, 0.412]","(0.8, 0.9]","(0.17, 0.255]",0
2012-02-24,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256,"(0.412, 0.51]","(0.9, 1.0]","(0.0851, 0.17]",0
2012-02-24,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0.0,11,289,300,"(0.412, 0.51]","(0.9, 1.0]","(-0.000851, 0.0851]",0
2012-02-24,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,"(0.412, 0.51]","(0.8, 0.9]","(0.0851, 0.17]",0
2012-02-24,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167,"(0.412, 0.51]","(0.6, 0.7]","(0.34, 0.425]",0
2012-02-24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152,"(0.412, 0.51]","(0.3, 0.4]","(0.766, 0.851]",0
2012-02-24,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106,"(0.314, 0.412]","(0.3, 0.4]","(0.51, 0.595]",0
2012-02-24,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86,"(0.314, 0.412]","(0.3, 0.4]","(0.681, 0.766]",0
2012-02-25,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61,"(0.314, 0.412]","(0.4, 0.5]","(0.34, 0.425]",1
2012-02-25,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,"(0.314, 0.412]","(0.4, 0.5]","(0.34, 0.425]",1
2012-02-25,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,"(0.314, 0.412]","(0.4, 0.5]","(0.17, 0.255]",1
2012-02-25,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-25,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-25,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-25,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-25,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,"(0.216, 0.314]","(0.4, 0.5]","(0.425, 0.51]",1
2012-02-25,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,"(0.216, 0.314]","(0.4, 0.5]","(0.255, 0.34]",1
2012-02-25,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,"(0.216, 0.314]","(0.7, 0.8]","(0.255, 0.34]",1
2012-02-25,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,"(0.216, 0.314]","(0.5, 0.6]","(0.34, 0.425]",1
2012-02-25,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,"(0.216, 0.314]","(0.3, 0.4]","(0.595, 0.681]",1
2012-02-25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,"(0.314, 0.412]","(0.2, 0.3]","(0.595, 0.681]",1
2012-02-25,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,"(0.314, 0.412]","(0.3, 0.4]","(0.425, 0.51]",1
2012-02-25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,"(0.314, 0.412]","(0.2, 0.3]","(0.51, 0.595]",1
2012-02-25,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,"(0.314, 0.412]","(0.2, 0.3]","(0.34, 0.425]",1
